"ensembl_gene_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"mgi_symbol"
"470"	"ENSMUSG00000002731"	353.685391658689	-0.245864357995542	0.15352541295561	-1.60145706995513	0.109275721174714	0.376604672935596	"Prkra"
"941"	"ENSMUSG00000006005"	1668.90079037866	0.214617176114547	0.134022669964423	1.60134980277231	0.109299464107585	0.376610570339661	"Tpr"
"6659"	"ENSMUSG00000028300"	298.527595295708	-0.242803056706611	0.151646056395326	-1.60111685379834	0.109351039981265	0.376692473457431	"3110043O21Rik"
"21679"	"ENSMUSG00000073771"	16.7898054983505	0.538574543760701	0.336389721747499	1.60104339978903	0.109367306994807	0.376692473457431	"Btbd19"
"19916"	"ENSMUSG00000067106"	976.023763387215	0.217189084256952	0.135685436352766	1.60068088436762	0.109447617133418	0.376877827868989	"Gm5529"
"7768"	"ENSMUSG00000030213"	301.523292800985	-0.310807802693841	0.194181880228819	-1.60060146872403	0.109465216764334	0.376877827868989	"Atf7ip"
"16455"	"ENSMUSG00000056492"	833.933924757785	0.278969139514758	0.174301570548556	1.60049699286585	0.109488373501269	0.37688164652249	"Gpr116"
"26799"	"ENSMUSG00000081787"	191.702095714775	-0.353430145820896	0.220868264815363	-1.60018527838913	0.109557487023927	0.377043624559495	"Gm13991"
"34486"	"ENSMUSG00000090142"	12.819117748347	-0.570023953240802	0.356302364872911	-1.59983207926258	0.109635840220381	0.377163198327542	"Gm15795"
"2180"	"ENSMUSG00000019818"	8536.2153069265	0.176523693658928	0.11033984834862	1.59981816452384	0.109638927953046	0.377163198327542	"Cd164"
"2736"	"ENSMUSG00000020744"	236.49350512863	-0.277463529538502	0.173448121519433	-1.59969175283005	0.109666982330425	0.377163198327542	"Slc25a19"
"6315"	"ENSMUSG00000027695"	213.562481829303	-0.262224044455044	0.163929521592395	-1.59961452890136	0.109684123324834	0.377163198327542	"Pld1"
"2718"	"ENSMUSG00000020717"	535.618308127513	0.237010456503532	0.148182600493078	1.59944862429785	0.109720955469579	0.377163198327542	"Pecam1"
"21500"	"ENSMUSG00000073393"	137.960536382389	-0.28713616151654	0.179527835543994	-1.59939633119554	0.109732566981254	0.377163198327542	"B230354K17Rik"
"73"	"ENSMUSG00000000385"	50.5482312799807	0.399622937560018	0.249868534565545	1.59933277815415	0.10974668003283	0.377163198327542	"Tmprss2"
"28981"	"ENSMUSG00000084093"	613.762342825764	-0.230919364630788	0.144401283459295	-1.59915036140162	0.109787196794978	0.377226601409719	"Gm16418"
"8624"	"ENSMUSG00000031783"	109.481102379139	-0.315111989461493	0.19707552926373	-1.59894021667096	0.109833886898162	0.377311186221299	"Polr2c"
"8120"	"ENSMUSG00000030849"	591.110403712641	0.245808638625323	0.153780517935832	1.59843809817243	0.10994551148048	0.377615192187014	"Fgfr2"
"7690"	"ENSMUSG00000030084"	218.682495677939	0.290129369308725	0.181518790385171	1.59834344804243	0.10996656292892	0.377615192187014	"Plxna1"
"12340"	"ENSMUSG00000041479"	8.41870966187603	0.599728876246375	0.375302108428131	1.59798962696534	0.110045285653886	0.377742799105105	"Syt15"
"995"	"ENSMUSG00000006373"	28075.3298376949	-0.194972264322476	0.122018513947325	-1.59789082832664	0.110067275613957	0.377742799105105	"Pgrmc1"
"8340"	"ENSMUSG00000031311"	925.833038913799	-0.199388792913335	0.124783449880308	-1.59787850956668	0.110070017687056	0.377742799105105	"Nono"
"16027"	"ENSMUSG00000054611"	1187.80908168615	-0.204641535378076	0.128111865976112	-1.59736597245593	0.110184152848349	0.378014262504468	"Kdm2a"
"31490"	"ENSMUSG00000086779"	2.0335443959058	-0.517230044706549	0.323806047559067	-1.59734522750752	0.110188774439071	NA	"Gm13562"
"3191"	"ENSMUSG00000021559"	1809.96533231895	-0.238642941585661	0.149401646985544	-1.5973247042501	0.110193346791843	0.378014262504468	"Dapk1"
"32070"	"ENSMUSG00000087380"	135.638649879257	-0.324161936956764	0.202973390634907	-1.59706617671793	0.110250956679279	0.378063690983292	"2210408F21Rik"
"10565"	"ENSMUSG00000036882"	7.10716422788813	0.60101953363908	0.37632834842457	1.59706154520418	0.110251988975764	0.378063690983292	"Arhgap33"
"8682"	"ENSMUSG00000031871"	667.6573735026	0.207989778822506	0.130242471134656	1.59694281758113	0.110278454228425	0.378078599394443	"Cdh5"
"7169"	"ENSMUSG00000029135"	198.978802491686	0.280684562550035	0.175774653431788	1.59684321413815	0.110300660432841	0.378078903035689	"Fosl2"
"29957"	"ENSMUSG00000085174"	2.89991784021232	0.558087423514416	0.349581029785131	1.59644653446282	0.11038913368953	0.378306305390702	"Gm16206"
"26276"	"ENSMUSG00000081235"	6.69738275190193	-0.600476689341523	0.376205284613299	-1.59614102698943	0.110457310601768	0.378464074449111	"Gm14788"
"11086"	"ENSMUSG00000038178"	343.684534773539	0.25531772598435	0.1600382678701	1.59535421985189	0.110633047258599	0.378990242452603	"Slc43a2"
"4602"	"ENSMUSG00000024560"	600.793669711967	-0.246355743379735	0.154445331210779	-1.59509997128707	0.110689881915618	0.379108964429089	"Cxxc1"
"26904"	"ENSMUSG00000081897"	6.36323775180394	-0.599704536366364	0.376003255075968	-1.59494506568886	0.110724520773747	0.379151634236066	"Gm15067"
"2505"	"ENSMUSG00000020385"	574.493362522788	-0.309399231053679	0.194024647586783	-1.59463879925509	0.110793031027314	0.379310248824535	"Clk4"
"27176"	"ENSMUSG00000082178"	46.4966486098319	-0.415323489654687	0.26047575812485	-1.59448039481515	0.110828478430718	0.379355628813516	"Gm11307"
"969"	"ENSMUSG00000006241"	81.1300131384241	-0.395586078405932	0.248136623963206	-1.59422689036258	0.110885225741601	0.379473883649034	"Ccdc159"
"31551"	"ENSMUSG00000086843"	4.31011639248794	0.591708931496327	0.371255969666391	1.59380314349702	0.110980133265376	0.379700275011169	"E030013I19Rik"
"2086"	"ENSMUSG00000019214"	4.02992664953728	0.585117331972537	0.367136312825594	1.59373320353221	0.110995804038307	0.379700275011169	"Chtf18"
"12997"	"ENSMUSG00000043542"	18.8055393092479	0.527048174165219	0.330911429469803	1.59271674299577	0.111223749777628	0.380403917306679	"Fam164a"
"21200"	"ENSMUSG00000072566"	30.6469259191934	-0.474509900908121	0.297979560101563	-1.59242432852237	0.111289393398183	0.380552288607428	"Pvt1"
"8991"	"ENSMUSG00000032376"	562.702919357573	-0.30532202323613	0.191766134506528	-1.59215819843173	0.11134916305791	0.380680518662384	"Usp3"
"696"	"ENSMUSG00000004296"	1.87453350472397	0.456222212406254	0.286564033980922	1.59204281873219	0.111375083840362	NA	"Il12b"
"27609"	"ENSMUSG00000082633"	62.2105461567226	-0.375707543720189	0.236079412514955	-1.59144560602627	0.111509327592403	0.381151858801148	"Gm15779"
"1898"	"ENSMUSG00000018012"	7.72649562968665	-0.595403996446343	0.374162480237087	-1.59129797319354	0.111542532739396	0.381155744178808	"Rac3"
"65"	"ENSMUSG00000000346"	2200.19324437105	-0.196825465581025	0.123694531991632	-1.59122204039173	0.111559614362366	0.381155744178808	"Dazap2"
"1375"	"ENSMUSG00000011179"	409.744539391177	-0.22138530747995	0.139140239050253	-1.5910947759691	0.111588248026646	0.381155744178808	"Odc1"
"9260"	"ENSMUSG00000032952"	391.612899343031	-0.22237322329365	0.139765595070753	-1.5910440847841	0.111599654827128	0.381155744178808	"Ap4b1"
"3192"	"ENSMUSG00000021565"	1.69078778291138	0.455972951613464	0.286646491974367	1.59071526908565	0.111673669028684	NA	"Slc6a19"
"9101"	"ENSMUSG00000032555"	312.858513055217	0.279345951222947	0.175685614559602	1.59003315054106	0.111827332825013	0.381857056993763	"Topbp1"
"6809"	"ENSMUSG00000028559"	2432.7035163779	-0.220968684752902	0.13898213307088	-1.58990713317235	0.111855739548702	0.38187777348622	"Osbpl9"
"27762"	"ENSMUSG00000082793"	4.00515245090017	0.579474104629676	0.36450014100329	1.58977744983765	0.111884978594018	0.381901322700907	"Gm9308"
"24913"	"ENSMUSG00000079055"	4.64489430315127	0.589407544052344	0.370783109380951	1.58962889392778	0.111918480152053	0.381939409007624	"Slc8a3"
"9799"	"ENSMUSG00000034591"	668.672638313842	-0.297608434722713	0.187231984261922	-1.58951706833584	0.111943703698971	0.381949235734572	"Slc41a2"
"12017"	"ENSMUSG00000040505"	1324.59002844812	0.313437184745074	0.197213886847663	1.5893261359794	0.111986781049342	0.382019963132599	"Abcg5"
"8796"	"ENSMUSG00000032041"	525.634290975952	-0.240475875860535	0.151325001033447	-1.58913513443415	0.112029887090873	0.382090760161888	"Tirap"
"5778"	"ENSMUSG00000026750"	2845.31216533799	-0.185275034891748	0.116619657668257	-1.58871187410609	0.11212545691567	0.382340426993111	"Psmb7"
"12990"	"ENSMUSG00000043518"	46.4611290328657	0.425154707491486	0.267635465590597	1.58855892492906	0.112160007799205	0.382381965161469	"Rai2"
"12360"	"ENSMUSG00000041550"	3.50774340793189	-0.538877979404583	0.339358581999469	-1.58793090255612	0.112301964702112	0.382688415295223	"Serpina5"
"5854"	"ENSMUSG00000026860"	447.958624423839	0.213721908841457	0.134593010397752	1.58791239017435	0.112306151351993	0.382688415295223	"Sh3glb2"
"32094"	"ENSMUSG00000087404"	19.6251071941859	0.575180107602136	0.362235082165389	1.58786416866028	0.112317057419921	0.382688415295223	"Gm11752"
"1267"	"ENSMUSG00000009569"	686.420617260054	0.207726616824468	0.130836805254232	1.5876772321124	0.112359344009063	0.382756202967501	"Mkl2"
"22538"	"ENSMUSG00000075297"	4.52695612162828	-0.586928255157387	0.36970865594042	-1.58754263857964	0.112389797948608	0.382783663306137	"H60b"
"19801"	"ENSMUSG00000066613"	55.326485349875	-0.410682191162102	0.258722106548972	-1.58734866780457	0.112433698386843	0.382836065501403	"Zfp932"
"12253"	"ENSMUSG00000041189"	6.09179943546819	0.594153201997048	0.374322371441785	1.58727676283022	0.112449975715604	0.382836065501403	"Chrnb1"
"18007"	"ENSMUSG00000062554"	98.5151277367935	-0.349476983831389	0.220249952774299	-1.5867289841806	0.11257403888759	0.383182122808537	"Gm12751"
"4725"	"ENSMUSG00000024791"	7.04554530694019	0.594845173550081	0.374947271786924	1.5864768683745	0.112631175365687	0.383300281047393	"Cdca5"
"8183"	"ENSMUSG00000030982"	527.621931401569	0.232166479221348	0.146361480489339	1.58625396822396	0.112681709798714	0.383395929000641	"9030624J02Rik"
"4498"	"ENSMUSG00000024378"	2278.28075985344	-0.343190560622743	0.216395357710623	-1.58594234300386	0.112752389344567	0.383560068349458	"Stard4"
"20264"	"ENSMUSG00000068740"	7.50891113768827	-0.596490689772102	0.376252964370665	-1.58534482451139	0.112888009922083	0.383945014247531	"Celsr2"
"30521"	"ENSMUSG00000085759"	1.15242587119466	-0.395411439150088	0.24945929308401	-1.58507399849372	0.112949522447925	NA	"1700061E18Rik"
"1151"	"ENSMUSG00000007880"	665.998373147964	-0.237011561247876	0.149532699775829	-1.58501492719111	0.112962942780404	0.384083503595746	"Arid1a"
"10912"	"ENSMUSG00000037762"	48.5673885849466	0.436405010684337	0.275342807710827	1.58495155298431	0.112977342081317	0.384083503595746	"Slc16a9"
"11729"	"ENSMUSG00000039745"	795.310065542008	-0.283865406611253	0.179117411542696	-1.58480074140413	0.113011613909883	0.384083503595746	"Htatip2"
"11477"	"ENSMUSG00000039096"	104.556300835923	-0.321510417190796	0.20287513033874	-1.58476998464016	0.113018604369171	0.384083503595746	"Rsad1"
"29727"	"ENSMUSG00000084934"	12.626662999648	-0.563331601513608	0.355546064755491	-1.58441242178003	0.11309989698563	0.384215190413514	"Gm16035"
"3519"	"ENSMUSG00000022119"	431.489785864597	0.232268832567434	0.146600166333245	1.58436950227908	0.113109657914602	0.384215190413514	"Rbm26"
"28536"	"ENSMUSG00000083621"	650.949086401715	-0.237438127753651	0.149869139899815	-1.58430299868522	0.11312478374583	0.384215190413514	"Gm14586"
"7247"	"ENSMUSG00000029250"	889.781976680274	-0.185636155806943	0.117210197538554	-1.58378843910644	0.113241871020278	0.384536460711289	"Polr2b"
"18198"	"ENSMUSG00000063324"	171.504661050951	-0.364766041841819	0.230327288762261	-1.58368573607586	0.113265252370188	0.384539468523533	"Gm5299"
"21167"	"ENSMUSG00000072324"	106.375771214994	-0.31907457291066	0.201507162599049	-1.58344035415526	0.113321131365152	0.384652783867337	"Gm8420"
"25105"	"ENSMUSG00000079356"	0.998673822316973	0.395985481358185	0.250090268441719	1.58337021198594	0.113337108309025	NA	"Mettl4-ps1"
"26890"	"ENSMUSG00000081883"	0.998673822316973	0.395985481358185	0.250090268441719	1.58337021198594	0.113337108309025	NA	"Gm15574"
"10253"	"ENSMUSG00000035910"	54.6004979069769	0.428248354029176	0.270472575785132	1.58333373646496	0.113345417383998	0.384658837554509	"Dcdc2a"
"36200"	"ENSMUSG00000091932"	6.32559958665221	-0.595388995673691	0.376099121335511	-1.58306404322215	0.113406868037147	0.384790988929533	"Gm17596"
"7716"	"ENSMUSG00000030122"	10673.4799778863	-0.215836210191205	0.136364241589193	-1.5827918497976	0.113468914973918	0.384925110649761	"Ptms"
"29693"	"ENSMUSG00000084899"	12.0968151413214	-0.595633105978963	0.376367329717778	-1.58258450972778	0.113516196422334	0.385009099532417	"Gm15344"
"12279"	"ENSMUSG00000041268"	622.046405353095	-0.299938543882358	0.189560386561588	-1.58228493475301	0.113584538356422	0.38516447107016	"Dmxl2"
"21072"	"ENSMUSG00000071653"	251.400888945347	-0.268839261090309	0.169932763102173	-1.5820331299425	0.113642007563507	0.385216440544659	"1810009A15Rik"
"21853"	"ENSMUSG00000074030"	227.778867417748	0.270340613141218	0.170883149686087	1.58202030825061	0.113644934460437	0.385216440544659	"Exoc8"
"3479"	"ENSMUSG00000022048"	55.0753646333044	0.476532469620139	0.301250994486904	1.5818452995708	0.113684890846978	0.385265807940564	"Dpysl2"
"15431"	"ENSMUSG00000052117"	191.215583246715	-0.362689220189659	0.229307843306954	-1.58166949267478	0.113725040613699	0.385265807940564	"D630039A03Rik"
"586"	"ENSMUSG00000003420"	3067.53834508847	0.201505404761193	0.127401180549999	1.58166042018827	0.113727112838896	0.385265807940564	"Fcgrt"
"1610"	"ENSMUSG00000015354"	66.4471611025867	-0.407307608914935	0.257562796589931	-1.58139146766376	0.113788557157209	0.385397581938841	"Pcolce2"
"19751"	"ENSMUSG00000066364"	14.7206336277343	0.557175256028106	0.352412502501813	1.5810314675917	0.11387084291451	0.385580801655022	"Serpina3b"
"17360"	"ENSMUSG00000060012"	626.525115859085	-0.278751638002476	0.176318241206159	-1.58095745565286	0.113887765739804	0.385580801655022	"Kif13b"
"34103"	"ENSMUSG00000089669"	5.16704776386457	0.587363049787076	0.371645457940341	1.58043919880588	0.114006320625791	0.385905751441044	"Tnfsf13"
"8014"	"ENSMUSG00000030674"	3308.44919365545	0.222651829762906	0.140909527984643	1.5801048583966	0.114082854885166	0.386086015519392	"Qprt"
"16341"	"ENSMUSG00000055991"	256.27850703077	-0.28250357730864	0.17879868528993	-1.58000925370647	0.11410474730338	0.386086015519392	"Zkscan5"
"10872"	"ENSMUSG00000037656"	1500.01030764163	0.205963956307979	0.130394165785935	1.57954886299211	0.114210218007886	0.386366409385872	"Slc20a2"
"655"	"ENSMUSG00000003948"	3422.89152542117	-0.207398070235553	0.131338200441534	-1.57911460289786	0.114309772778174	0.386568238668199	"Mmd"
"7013"	"ENSMUSG00000028885"	10.4025967667484	0.588866176313613	0.372914574900034	1.57909134141906	0.114315107433471	0.386568238668199	"Smpdl3b"
"8311"	"ENSMUSG00000031256"	283.577819571394	0.286741644665646	0.181602232803071	1.57895440072363	0.11434651660656	0.386597973669409	"Cstf2"
"338"	"ENSMUSG00000001909"	509.737761578167	-0.221761075295096	0.140564061308916	-1.57765130880598	0.114645738052129	0.387532973356355	"Trmt1"
"2667"	"ENSMUSG00000020649"	111.745484238421	0.588884178248327	0.373352837754055	1.57728593089268	0.114729748168888	0.38774027584005	"Rrm2"
"27847"	"ENSMUSG00000082884"	13197.0022371426	-0.276558580695824	0.175366682566121	-1.57703034948814	0.114788541928457	0.387862292098249	"Gm13339"
"15140"	"ENSMUSG00000050994"	37.3285393885183	-0.453352417829958	0.28750575547353	-1.57684640811199	0.11483087033555	0.387928635872707	"9130014G24Rik"
"21943"	"ENSMUSG00000074243"	83.17500923515	-0.333307138088591	0.211442598928644	-1.57634809531013	0.114945603280694	0.388228042780664	"Gm10651"
"28630"	"ENSMUSG00000083721"	7.16537112919455	0.593374886275451	0.376443792510799	1.576264234078	0.11496492058943	0.388228042780664	"Gm7700"
"7998"	"ENSMUSG00000030651"	6.88701864690025	-0.592173362095078	0.375713666194124	-1.57612941816472	0.114995980584956	0.388256229926771	"Art2b"
"9863"	"ENSMUSG00000034762"	1.7251585607333	0.470625414680861	0.298608152484533	1.57606351589894	0.115011166091162	NA	"Glis1"
"17068"	"ENSMUSG00000058927"	568.441029186294	0.208853273708085	0.132522337625412	1.57598543347787	0.11502916024691	0.388291561070436	"Gm10053"
"14137"	"ENSMUSG00000047443"	3.63840045975147	-0.559611535805324	0.3551139832973	-1.57586454526298	0.115057023399966	0.388301259400798	"Fam132b"
"1277"	"ENSMUSG00000009633"	1324.89527385605	-0.341128233591937	0.216488255149313	-1.57573552134114	0.115086767583567	0.388301259400798	"G0s2"
"27438"	"ENSMUSG00000082453"	16.9242983697427	0.531197550217837	0.337130904475001	1.57564181499482	0.115108373715831	0.388301259400798	"Gm11502"
"10790"	"ENSMUSG00000037432"	57.4257993559103	-0.444471399543432	0.282100386446695	-1.5755788396533	0.115122895907526	0.388301259400798	"Fer1l5"
"6602"	"ENSMUSG00000028197"	6.23936485978349	0.592007195184429	0.375830008949561	1.57519937494901	0.115210431442354	0.388519849097573	"Col24a1"
"11049"	"ENSMUSG00000038085"	87.4811319081714	0.41758738885101	0.265127978062367	1.57504082331431	0.115247021893063	0.388566271738292	"4921517L17Rik"
"12046"	"ENSMUSG00000040570"	5.89359797241453	0.592401149063423	0.376164721514107	1.57484504841107	0.115292215316203	0.388566271738292	"Rundc3b"
"16933"	"ENSMUSG00000058430"	28.6697271636287	-0.467246001091695	0.296694765365668	-1.57483736026089	0.11529399036239	0.388566271738292	"Rpl27a-ps2"
"2596"	"ENSMUSG00000020530"	1554.09680529632	-0.261652418807105	0.166160317988124	-1.57469859215006	0.115326032948429	0.388566271738292	"Ggnbp2"
"7637"	"ENSMUSG00000029992"	722.779511724754	0.3329719770223	0.211462943151916	1.57461147593643	0.115346152306221	0.388566271738292	"Gfpt1"
"11264"	"ENSMUSG00000038564"	316.055986263649	-0.253476449725993	0.160985264620944	-1.57453199411032	0.115364510921586	0.388566271738292	"Ift172"
"10285"	"ENSMUSG00000036019"	193.589042080783	0.285247437546467	0.181172682733305	1.5744505917946	0.115383315510914	0.388566271738292	"Tmtc2"
"16813"	"ENSMUSG00000057945"	32.0976548744174	-0.459001623205334	0.291551472321144	-1.57434164043508	0.115408487922652	0.388574491343277	"Gm17136"
"7192"	"ENSMUSG00000029167"	283.630763888154	0.357203450209618	0.226921485625453	1.57412793779785	0.115457874889857	0.388664220828519	"Ppargc1a"
"17294"	"ENSMUSG00000059772"	108.056104270263	0.319131224772603	0.202786341686294	1.57373135744168	0.115549569176595	0.388884937270558	"Slx1b"
"7124"	"ENSMUSG00000029063"	4832.7337840083	0.197526267174206	0.125534473454713	1.57348226139223	0.115607192535306	0.388884937270558	"Nadk"
"885"	"ENSMUSG00000005672"	113.402215796571	-0.313775021231789	0.199415691495361	-1.57347207172555	0.115609550190556	0.388884937270558	"Kit"
"7263"	"ENSMUSG00000029279"	36.0555252942991	-0.433323902436728	0.275397149496582	-1.57345093523601	0.115614440810166	0.388884937270558	"Brdt"
"12715"	"ENSMUSG00000042557"	535.492989575179	-0.289903759132001	0.184261017607673	-1.57333202049964	0.115641958663662	0.388900972141774	"Sin3a"
"5146"	"ENSMUSG00000025532"	532.148636423781	-0.254030875879932	0.161497010623761	-1.5729757157657	0.115724441354859	0.389073446524676	"Crcp"
"8473"	"ENSMUSG00000031532"	2805.59955876843	-0.201043926079525	0.127821213206281	-1.57285258867849	0.115752955384507	0.389073446524676	"Tmem66"
"10206"	"ENSMUSG00000035770"	602.335154704876	0.224131217483605	0.142503177460904	1.57281557841119	0.115761527379461	0.389073446524676	"Dync1li2"
"19789"	"ENSMUSG00000066543"	158.342191715096	-0.321158954628682	0.204214183324094	-1.57265743936597	0.11579815978569	0.389120059637624	"Gm10166"
"7996"	"ENSMUSG00000030649"	65.7373625975495	-0.38215854790866	0.243076998539069	-1.57217075332299	0.115910956234488	0.389314839258117	"3200002M19Rik"
"1549"	"ENSMUSG00000014813"	2.76210172909021	0.538443271920746	0.342488318292004	1.57215076591801	0.115915590446816	0.389314839258117	"Stc1"
"10866"	"ENSMUSG00000037640"	181.889681429682	-0.259420261237362	0.165013795932146	-1.57211256047971	0.115924449036142	0.389314839258117	"Zfp60"
"13214"	"ENSMUSG00000044303"	7.60086263607602	-0.59149440231654	0.376282784609105	-1.57194117432453	0.115964194417465	0.389352748556826	"Cdkn2a"
"28343"	"ENSMUSG00000083411"	66.5080887495148	-0.38531602484056	0.245133760985753	-1.57186029085139	0.115982955454233	0.389352748556826	"Rpl30-ps10"
"11126"	"ENSMUSG00000038252"	66.3046502466785	0.370222660851088	0.235545169222569	1.57176927921312	0.116004068585463	0.389352748556826	"Ncapd2"
"28534"	"ENSMUSG00000083619"	61.238330251935	-0.380217827023536	0.241976695863976	-1.57129935866746	0.116113130116917	0.389623740378532	"Gm14414"
"1323"	"ENSMUSG00000010205"	397.488240086503	0.221314593881767	0.140855649952449	1.57121559523157	0.116132578816428	0.389623740378532	"Raver1"
"1080"	"ENSMUSG00000006998"	2781.28512305769	-0.19076328545852	0.121418130894631	-1.57112684944943	0.116153187139874	0.389623740378532	"Psmd2"
"26878"	"ENSMUSG00000081871"	64.9420528424668	-0.362866488900642	0.231014434316322	-1.57075245092165	0.116240160666095	0.389838984976697	"Gm11488"
"3758"	"ENSMUSG00000022515"	236.239439583022	-0.271740174229126	0.173026271713786	-1.57051395454344	0.116295590526586	0.389883870030356	"Anks3"
"4388"	"ENSMUSG00000024181"	725.024808972987	-0.192184357135947	0.122371556137535	-1.57049859625834	0.116299160716321	0.389883870030356	"Mrpl28"
"9496"	"ENSMUSG00000033735"	2059.78602985443	0.210915408194479	0.134310644765614	1.57035511639861	0.116332518230781	0.389919228752346	"Spr"
"4672"	"ENSMUSG00000024691"	76.8948716383825	0.337771466328819	0.215140249295549	1.57000592606363	0.116413732614115	0.390114947129128	"Fam111a"
"16755"	"ENSMUSG00000057696"	207.873581749315	-0.3034040409023	0.193281982362067	-1.56974818446319	0.116473706498155	0.390188076076089	"Rpl30-ps1"
"10241"	"ENSMUSG00000035868"	58.1344450865238	0.405917023663471	0.258592659137897	1.56971595797316	0.11648120698586	0.390188076076089	"3110052M02Rik"
"16611"	"ENSMUSG00000057137"	153.397077125292	-0.298289211258996	0.190077143404978	-1.56930605077256	0.116576643099381	0.390431257276805	"Tmem140"
"12250"	"ENSMUSG00000041168"	3269.02168851583	-0.175137298604249	0.111628229545211	-1.56893376628638	0.11666337296731	0.390631906770205	"Lonp1"
"11791"	"ENSMUSG00000039911"	24.7496062591927	0.498775008277684	0.317929698414166	1.56882169475068	0.116689491819521	0.390631906770205	"Spsb1"
"15277"	"ENSMUSG00000051451"	502.875220307669	-0.268492885341471	0.171154970294302	-1.56871217283258	0.116715020907223	0.390631906770205	"Crebzf"
"31870"	"ENSMUSG00000087174"	66.5110741058996	-0.381031782270955	0.242903237798955	-1.56865666231393	0.116727961845221	0.390631906770205	"5530601H04Rik"
"11456"	"ENSMUSG00000039048"	649.280732154595	-0.196815397886526	0.125478698057369	-1.56851641699806	0.116760661676811	0.39066485627391	"Foxred1"
"9336"	"ENSMUSG00000033192"	66.8424031163053	0.396783023050764	0.253076939289483	1.56783555295373	0.116919515330387	0.391089543454802	"Lpcat2"
"27371"	"ENSMUSG00000082381"	18.0876593809509	-0.544489634968582	0.347300591176293	-1.56777629754219	0.116933348344302	0.391089543454802	"Gm12928"
"14694"	"ENSMUSG00000049460"	5.67350121522293	0.588033297497878	0.375274126734816	1.56694335048951	0.117127933591978	0.391590237863961	"Gm8396"
"1274"	"ENSMUSG00000009621"	993.434701668922	-0.19032104805677	0.121460379539102	-1.56693934910272	0.117128868971477	0.391590237863961	"Vav2"
"4545"	"ENSMUSG00000024457"	573.529172397016	-0.225850475086194	0.144162139938189	-1.56664208219322	0.117198375626229	0.391682574493054	"Trim26"
"11806"	"ENSMUSG00000039959"	220.663187131592	0.298270341405957	0.190390358782213	1.56662523939644	0.117202314761435	0.391682574493054	"Hip1"
"1771"	"ENSMUSG00000016921"	1520.93831751886	-0.216769075586418	0.138410497911935	-1.56613175197404	0.117317776041733	0.391991802904101	"Srsf6"
"20802"	"ENSMUSG00000070803"	4.4076064546099	-0.579444036906907	0.370024426197066	-1.56596158492064	0.117357610733573	0.392048270056614	"Cited4"
"26038"	"ENSMUSG00000080985"	8.29596158365136	-0.587681593855627	0.375324555253999	-1.56579575098122	0.117396441293762	0.392101361366855	"Gm13559"
"23340"	"ENSMUSG00000076674"	1.73738720095136	0.440512746458802	0.281387382112511	1.5655028422087	0.117465051478996	NA	"Ighv3-8"
"181"	"ENSMUSG00000001036"	172.509081594821	0.274056155851483	0.175079309761063	1.56532577279118	0.117506543017594	0.392392429447695	"Epn2"
"16114"	"ENSMUSG00000054988"	12.5285633133336	-0.573396672038436	0.366366325601374	-1.56509109044679	0.117561552347596	0.392461354532459	"Agtr1b"
"30180"	"ENSMUSG00000085408"	5.79069086062067	-0.586746156969335	0.374918589557442	-1.56499617066717	0.117583807197874	0.392461354532459	"C530005A16Rik"
"18256"	"ENSMUSG00000063564"	8.68039671319369	0.581297616033867	0.371449488071884	1.56494391485437	0.117596060484103	0.392461354532459	"Col23a1"
"37392"	"ENSMUSG00000093148"	15.380362793156	0.561530744680293	0.358893935044256	1.56461475062555	0.117673268113286	0.392642366802365	""
"20092"	"ENSMUSG00000067928"	93.4652530483844	-0.329067781866516	0.210332023605831	-1.56451583655753	0.117696476828002	0.392643164499973	"Zfp760"
"1540"	"ENSMUSG00000014767"	191.602823752465	-0.271378767910568	0.173485771795012	-1.56427103561683	0.11775393117303	0.392734587245602	"Tbp"
"27953"	"ENSMUSG00000082996"	9.9345845411162	0.579537781692288	0.370500292148935	1.56420330556534	0.117769831181757	0.392734587245602	"Gm6238"
"5856"	"ENSMUSG00000026866"	4896.57774374449	-0.224605046663564	0.143604120012787	-1.56405712206283	0.117804154319098	0.392772423235938	"Kynu"
"22550"	"ENSMUSG00000075327"	92.1711827758043	-0.333931881680832	0.213520380226983	-1.56393446529949	0.117832959554041	0.39279013447432	"Zbtb2"
"12269"	"ENSMUSG00000041238"	136.38320563434	0.291255506147985	0.18624394066736	1.56383882935649	0.117855422938972	0.39279013447432	"Rbbp8"
"14998"	"ENSMUSG00000050533"	104.90563390781	-0.421554680093841	0.269602769822636	-1.56361405474866	0.117908232202175	0.392889536308767	"Gm9845"
"785"	"ENSMUSG00000004934"	242.143274518029	-0.282849979835242	0.180914964246234	-1.56344159264941	0.117948763583405	0.392947995457947	"Pias4"
"787"	"ENSMUSG00000004937"	1136.79061271984	0.201375083550085	0.128846075075776	1.56291205169932	0.118073282578444	0.393286183241606	"Sgta"
"12549"	"ENSMUSG00000042109"	4.39919436891248	0.567920250623745	0.363447570651495	1.56259195681436	0.118148601335949	0.393460391824803	"Csdc2"
"7085"	"ENSMUSG00000028998"	821.691011953102	-0.229600608302429	0.146971137701096	-1.56221562882218	0.118237200013613	0.393678748935081	"Tomm7"
"17407"	"ENSMUSG00000060176"	1.0102877956256	0.386757015281843	0.247632678791349	1.56181735451692	0.118331022248519	NA	"Kif27"
