"ensembl_gene_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"mgi_symbol"
"15946"	"ENSMUSG00000054263"	3960.35672825084	-1.63314722763845	0.183282446941945	-8.91054901812693	5.07804723441753e-19	1.02122516970745e-16	"Lifr"
"3040"	"ENSMUSG00000021268"	46.3617119003425	-2.98145699465316	0.334801467274287	-8.9051491289033	5.33143259248375e-19	1.0597152178595e-16	"Meg3"
"17096"	"ENSMUSG00000059040"	515.21316652138	1.27212647913814	0.142897230894894	8.9023871993281	5.465821258024e-19	1.07393963890416e-16	"Gm5506"
"6148"	"ENSMUSG00000027408"	49.0628378422836	2.51020084931658	0.284552215966871	8.82158250213321	1.12853328224687e-18	2.19217590076454e-16	"Cpxm1"
"13354"	"ENSMUSG00000044748"	51.8535363826381	2.53640723381671	0.287639080788593	8.81802023168371	1.16501207074844e-18	2.23760857723302e-16	"Defb1"
"11880"	"ENSMUSG00000040152"	60.1244618956026	2.67571500747883	0.304733924407696	8.78049601034593	1.62755288714231e-18	3.0912654503123e-16	"Thbs1"
"9723"	"ENSMUSG00000034371"	8563.92003931411	1.50531490794083	0.172398296650451	8.73161125827683	2.51069880266583e-18	4.71625113546919e-16	"Dak"
"10449"	"ENSMUSG00000036545"	114.997228063792	1.82465529495278	0.209770439384086	8.6983432952241	3.36764444478356e-18	6.25722979773155e-16	"Adamts2"
"3033"	"ENSMUSG00000021259"	128.205797572767	2.04316476078352	0.235217578830043	8.68627579174181	3.74515036025892e-18	6.88382798475979e-16	"Cyp46a1"
"2126"	"ENSMUSG00000019558"	147.58024129324	1.63816293632026	0.189520714032424	8.64371445983472	5.44144411177775e-18	9.89532400497116e-16	"Slc6a8"
"3873"	"ENSMUSG00000022707"	3853.70740436241	1.19525673981959	0.139340868207012	8.57793377635529	9.65925303998601e-18	1.73805548911075e-15	"Gbe1"
"12459"	"ENSMUSG00000041801"	97.8651474534164	2.61150089778094	0.304727218946558	8.56996269256451	1.03518571655455e-17	1.84327756653994e-15	"Phlda3"
"1985"	"ENSMUSG00000018593"	1197.0097987398	1.06076211024119	0.123921380648516	8.55996039335524	1.12906302613703e-17	1.98971168750376e-15	"Sparc"
"18003"	"ENSMUSG00000062545"	310.640049664551	1.68756786173423	0.197299587796807	8.5533268496851	1.1959063713968e-17	2.08600239925071e-15	"Tlr12"
"1408"	"ENSMUSG00000012187"	114.533970039728	2.30410742244364	0.274982330646232	8.37911082151641	5.33290440165162e-17	9.20814826685179e-15	"Mogat1"
"30697"	"ENSMUSG00000085939"	77.7064295314038	2.17684991161376	0.259976788252929	8.37324718965265	5.60518581011622e-17	9.58150462381266e-15	"Cd63-ps"
"1794"	"ENSMUSG00000017167"	78.7788079812232	2.16005870004977	0.258611494015072	8.35252395983559	6.68195051108369e-17	1.13090358451945e-14	"Cntnap1"
"22619"	"ENSMUSG00000075552"	2425.40977392418	-1.92116294537339	0.230671941876178	-8.32855062365859	8.18380747847523e-17	1.37150985330447e-14	"Cyp3a41b"
"12572"	"ENSMUSG00000042195"	46.60276247362	2.5295844849244	0.306627296261114	8.24970417105425	1.58787104971218e-16	2.63524929357088e-14	"Slc35f2"
"13830"	"ENSMUSG00000046415"	27.1533811788841	2.88108013577689	0.351163528258947	8.20438315465491	2.31777813058123e-16	3.80962493886111e-14	"B430212C06Rik"
"5161"	"ENSMUSG00000025574"	233.825999044914	-1.55920562567195	0.190128547559598	-8.20079701699291	2.38798452233836e-16	3.88763880236686e-14	"Tk1"
"12262"	"ENSMUSG00000041220"	3487.59818950433	1.9168674744006	0.233974308535693	8.19264083478716	2.55555921876136e-16	4.1212008759912e-14	"Elovl6"
"7860"	"ENSMUSG00000030364"	129.052917696404	-2.19594399213509	0.268473298509856	-8.17937576780836	2.8531805984495e-16	4.55815599531736e-14	"Clec2h"
"34609"	"ENSMUSG00000090306"	616.000721920772	-1.49759643294676	0.183363711686827	-8.16735448453703	3.15225616368883e-16	4.98932100574972e-14	"Adh6-ps1"
"3937"	"ENSMUSG00000022816"	139.963519579932	1.63901106529563	0.20122857709181	8.14502139299945	3.79214859918497e-16	5.94706313343742e-14	"Fstl1"
"7699"	"ENSMUSG00000030095"	367.850905638866	1.35095132207302	0.166388018436129	8.11928247460683	4.68947884614763e-16	7.28745012691342e-14	"Tmem43"
"7187"	"ENSMUSG00000029161"	39.4283947485308	2.56922741569561	0.31733421684404	8.09628233994794	5.66642241236959e-16	8.72629051504917e-14	"Cgref1"
"6660"	"ENSMUSG00000028307"	104470.725176791	0.959346612309071	0.118797300294918	8.07549169827482	6.72052800326092e-16	1.0257205864977e-13	"Aldob"
"9897"	"ENSMUSG00000034845"	755.649469026614	1.15948482880784	0.144058923221757	8.04868454433042	8.36886459441457e-16	1.26599443696392e-13	"Plvap"
"17795"	"ENSMUSG00000061825"	508.721666932352	-1.32078193998157	0.164262128585444	-8.04069660703647	8.93291795914171e-16	1.33946754029446e-13	"Ces2c"
"10491"	"ENSMUSG00000036655"	630.242403800539	1.17090059648083	0.146066251515935	8.01622951454392	1.09040669280327e-15	1.6208184353721e-13	"Colec11"
"2351"	"ENSMUSG00000020123"	441.978650898871	-1.57891996445624	0.197503620273521	-7.99438492453763	1.30222321834114e-15	1.91898307709685e-13	"Avpr1a"
"6339"	"ENSMUSG00000027750"	297.382738169119	1.69733420268305	0.212419841639573	7.9904692027924	1.34426145898746e-15	1.96400045982321e-13	"Postn"
"14328"	"ENSMUSG00000048087"	7473.93390282075	-1.03918184959947	0.13014338862198	-7.98489927612014	1.4063709218873e-15	2.03733089311368e-13	"Gm4737"
"2853"	"ENSMUSG00000020926"	302.699206929566	-1.44452220275146	0.18138869131015	-7.96368391170278	1.66991508943005e-15	2.39847403452742e-13	"Adam11"
"21368"	"ENSMUSG00000072941"	592.409669213571	1.30180958549372	0.163489184519739	7.96266486567831	1.68373045596871e-15	2.39847403452742e-13	"Sod3"
"15981"	"ENSMUSG00000054417"	3458.52098921147	-1.74467023190882	0.222288595789435	-7.84867179403786	4.20466370960824e-15	5.94004309521018e-13	"Cyp3a44"
"965"	"ENSMUSG00000006218"	88.7338207270454	1.80653427659853	0.230582604832118	7.83465117810525	4.70146088324159e-15	6.58744035558456e-13	"Fam131c"
"7497"	"ENSMUSG00000029656"	5117.24534151181	-1.87839104058271	0.241240423223622	-7.78638594428888	6.89531081299698e-15	9.58280024694068e-13	"C8b"
"298"	"ENSMUSG00000001665"	912.93817879035	-1.1132860042775	0.143448529271144	-7.76087430058757	8.43458831040101e-15	1.16274881111286e-12	"Gstt3"
"26132"	"ENSMUSG00000081084"	801.450015980367	-1.05380052759567	0.136488627808639	-7.72079362592118	1.15607604555026e-14	1.5809571138109e-12	"Gm5638"
"4111"	"ENSMUSG00000023122"	159.707508283472	1.67439997677967	0.216972078198414	7.71712190196423	1.18985843588155e-14	1.61360290479126e-12	"Sult1c2"
"16019"	"ENSMUSG00000054579"	133.232213228219	1.79257245231591	0.232313929617251	7.71616430951544	1.19882747694215e-14	1.61360290479126e-12	"9130219A07Rik"
"8613"	"ENSMUSG00000031767"	6993.23501688891	-1.32218236174951	0.171533440213292	-7.70801518412649	1.27789547552808e-14	1.70658947333414e-12	"Nudt7"
"19680"	"ENSMUSG00000066071"	3582.85612224776	-1.77633479690738	0.231282625801076	-7.68036418972167	1.5863694662769e-14	2.10212400438274e-12	"Cyp4a12a"
"261"	"ENSMUSG00000001473"	248.18131600472	1.42035878681947	0.185539097723559	7.65530717916774	1.9285070754976e-14	2.53583845758123e-12	"Tubb6"
"14459"	"ENSMUSG00000048538"	7086.25404411818	-0.971547108566607	0.126953227344677	-7.65279567039963	1.96656263379225e-14	2.56613905817135e-12	"Gm9826"
"8038"	"ENSMUSG00000030717"	45.7369047685237	2.17299072953135	0.284387183044387	7.64095873192775	2.15610167408896e-14	2.7921516679452e-12	"Nupr1"
"2336"	"ENSMUSG00000020099"	88.4396685400095	1.70625979866087	0.224345323039748	7.6055064377632	2.8379037644992e-14	3.6474531541616e-12	"Unc5b"
"5840"	"ENSMUSG00000026837"	149.320977301518	1.45035171499307	0.191982018590428	7.55462269665592	4.20075799976276e-14	5.35878785432422e-12	"Col5a1"
"20160"	"ENSMUSG00000068220"	1371.05575394064	1.87044835294328	0.24778218650855	7.54876038225105	4.39420471454965e-14	5.56403965855643e-12	"Lgals1"
"2422"	"ENSMUSG00000020241"	92.054292326137	2.00782414843243	0.266336903157902	7.53866296643863	4.74814353119077e-14	5.96799746486581e-12	"Col6a2"
"17819"	"ENSMUSG00000061906"	2572.16646232622	-1.0599434719205	0.140735242108433	-7.53147154927861	5.01716443918226e-14	6.26010284112274e-12	"Ugt2b38"
"17500"	"ENSMUSG00000060548"	187.550968196756	1.46071384312479	0.194947729044168	7.49284872558763	6.73945629852201e-14	8.3481352149953e-12	"Tnfrsf19"
"16418"	"ENSMUSG00000056313"	374.814351138429	1.50898556136962	0.202110604868817	7.46613747630438	8.25830670331973e-14	1.015593487673e-11	"1810011O10Rik"
"10229"	"ENSMUSG00000035836"	16474.8587256796	-1.50545942336847	0.202259849523575	-7.44319461778794	9.82791330762206e-14	1.19514126530591e-11	"Ugt2b1"
"36063"	"ENSMUSG00000091793"	35.7846895808731	-2.58789943639416	0.347705593185912	-7.44278920762272	9.85813258500835e-14	1.19514126530591e-11	"Rian"
"15843"	"ENSMUSG00000053846"	269.952746556136	1.20724994221181	0.162263470651765	7.44005990604441	1.00639651100295e-13	1.21150295486511e-11	"Lipg"
"4271"	"ENSMUSG00000023992"	43.9035293235781	2.44647298625705	0.329078864072481	7.43430603831853	1.05118345962337e-13	1.25656853558055e-11	"Trem2"
"6457"	"ENSMUSG00000027961"	48.9508870849585	2.12358575522205	0.285900998521698	7.4276961822534	1.10505415714858e-13	1.3117913723818e-11	"Lrrc39"
"5312"	"ENSMUSG00000025936"	480.368102910077	-1.19939068988128	0.161559858681219	-7.42381616121526	1.13793078588441e-13	1.34150267957987e-11	"Gm4956"
"996"	"ENSMUSG00000006378"	1459.29961657128	-0.989139705685537	0.133286282325914	-7.42116659287468	1.16093179970802e-13	1.35924439617869e-11	"Gcat"
"5962"	"ENSMUSG00000027075"	82.9948659895054	-2.05679517639056	0.277551687281998	-7.41049422733581	1.25829599072886e-13	1.46321848064756e-11	"Slc43a1"
"10771"	"ENSMUSG00000037379"	430.287293091444	1.60568840937715	0.217027181252362	7.39855901971116	1.37670202830392e-13	1.59009084269103e-11	"Spon2"
"9021"	"ENSMUSG00000032418"	4420.18249333456	1.41141606346588	0.190824359598965	7.39641451663768	1.39910800558463e-13	1.60512431191031e-11	"Me1"
"821"	"ENSMUSG00000005220"	24.9017549490981	2.74055311937742	0.370704549251696	7.39282300395152	1.43743766051421e-13	1.63431827061893e-11	"Corin"
"6312"	"ENSMUSG00000027690"	5482.61550610193	1.00509735900602	0.135966413522949	7.3922473422922	1.44367648802772e-13	1.63431827061893e-11	"Slc2a2"
"14957"	"ENSMUSG00000050359"	22.4051060846384	2.65289962266707	0.359035942987644	7.38895276219843	1.47989727801848e-13	1.66430026779263e-11	"Sprr1a"
"2363"	"ENSMUSG00000020142"	188.060689582901	1.54942716320542	0.210029942025692	7.37717274147459	1.616861723242e-13	1.80644668608489e-11	"Slc1a4"
"14338"	"ENSMUSG00000048126"	142.032103229206	1.52875499314031	0.207718925769529	7.35972895814278	1.84284021218025e-13	2.04555263552008e-11	"Col6a3"
"11921"	"ENSMUSG00000040268"	484.800125700656	1.24786649427813	0.169651569824669	7.35546682867585	1.90261001735554e-13	2.09328480558997e-11	"Plekha1"
"2072"	"ENSMUSG00000019122"	790.815570587574	-1.07592342630821	0.146286104276997	-7.35492568912027	1.91033362391503e-13	2.09328480558997e-11	"Ccl9"
"18202"	"ENSMUSG00000063354"	475.058967112426	-1.46796004381029	0.199713972120267	-7.35031219010701	1.9774444820749e-13	2.1530213997827e-11	"Slc39a4"
"22618"	"ENSMUSG00000075551"	2759.45278332782	-1.71675758225429	0.233955839436925	-7.33795568593676	2.16880946869533e-13	2.34643221885303e-11	"Cyp3a41a"
"24384"	"ENSMUSG00000078191"	1804.99550320349	1.07287673636596	0.146235989560218	7.33661214036619	2.19068269371316e-13	2.35519056392029e-11	"Gm5559"
"22011"	"ENSMUSG00000074380"	43.6938944514187	-2.40161941248363	0.328294340726074	-7.3154456673608	2.5652856147976e-13	2.74068701870939e-11	"Gm10681"
"504"	"ENSMUSG00000002900"	171.183820779258	1.34841188543052	0.184714582872041	7.29997526164254	2.87820642006038e-13	3.05590438164672e-11	"Lamb1"
"7974"	"ENSMUSG00000030605"	242.753372586461	1.36464750555383	0.188148655020103	7.25302822604831	4.07555107431329e-13	4.30046111508095e-11	"Mfge8"
"10185"	"ENSMUSG00000035686"	7125.13720015055	1.74054224937298	0.24003206318537	7.25129062457296	4.12818805258246e-13	4.32927893072666e-11	"Thrsp"
"4195"	"ENSMUSG00000023805"	112.980354285711	1.66422249874567	0.230023682988091	7.23500500960085	4.65511954720006e-13	4.85211058169743e-11	"Synj2"
"13696"	"ENSMUSG00000045934"	40.9629928151899	2.31339781151995	0.319818489916861	7.2334711233279	4.70802594379751e-13	4.87751487777422e-11	"Mtmr11"
"10413"	"ENSMUSG00000036427"	2105.46690336814	1.11852376230211	0.155020930284715	7.21530802484416	5.38120276874347e-13	5.51486553607229e-11	"Gpi1"
"16425"	"ENSMUSG00000056351"	59.1648107220889	-2.11334934008971	0.292904727090734	-7.21514248363447	5.3877532732191e-13	5.51486553607229e-11	"Hsd3b4"
"11115"	"ENSMUSG00000038233"	257.215245810042	1.48126241321337	0.205409085744886	7.21127990926882	5.54283815506337e-13	5.63983782277698e-11	"Fam198a"
"9777"	"ENSMUSG00000034528"	9179.58104767703	0.906957322858113	0.12599134192327	7.19856863982333	6.08479134760669e-13	6.15464043171531e-11	"Hsd17b13"
"4086"	"ENSMUSG00000023057"	2588.20910709535	1.18332160248312	0.164696235742542	7.18487339524213	6.7269492765519e-13	6.76414534902225e-11	"Fabp2"
