"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mgi_symbol"
"ENSMUSG00000020994",611.027372350321,-0.342835587869324,0.171247858214818,-2.00198467556459,0.0452863797045698,0.219428719558468,"Pnn"
"ENSMUSG00000078891",13.1862874532019,-0.722137684179733,0.360767841295137,-2.00166866754891,0.0453203783685025,0.219528484368398,"Gm11008"
"ENSMUSG00000037493",124.250590032667,-0.425653284214796,0.212660997949749,-2.00155782357128,0.0453323089438522,0.219528484368398,"Cib2"
"ENSMUSG00000025237",253.07237825604,-0.363507237173224,0.181626713578242,-2.00139742668763,0.0453495777813283,0.2195507499908,"Parp6"
"ENSMUSG00000074677",5.09046973336332,0.745723335261446,0.372637966202205,2.00120063680466,0.0453707723789618,0.219592003634154,"Sirpb1c"
"ENSMUSG00000049957",127.565324628954,-0.376852623756182,0.18835923676145,-2.00071220416683,0.0454234134664041,0.219772124309082,"Ccdc137"
"ENSMUSG00000084032",19.8257321937715,-0.693987279853949,0.346886103339972,-2.00062001092559,0.0454333554149669,0.219772124309082,"Gm12991"
"ENSMUSG00000066643",72.3149498989721,0.463002878560394,0.231460030816666,2.00035780228132,0.045461641536021,0.219847575465988,"Wdr35"
"ENSMUSG00000042284",468.61046632275,0.400760571332153,0.2004197529667,1.99960615358478,0.0455428089465058,0.22017864135494,"Itga1"
"ENSMUSG00000093149",16.2390177414798,0.731412127578507,0.365954795774768,1.9986406409295,0.0456472497872981,0.220622007549376,""
"ENSMUSG00000026189",3787.20975571194,-0.253673257475795,0.126946679511581,-1.99826618901562,0.0456878090439829,0.220718899637276,"Pecr"
"ENSMUSG00000029570",78.4659301844325,0.459379174473416,0.229894150290971,1.99822037181891,0.0456927738788544,0.220718899637276,"Lfng"
"ENSMUSG00000032249",2595.03009319524,-0.268693617755257,0.134477522277763,-1.99805598143213,0.0457105912621541,0.220743426644187,"Anp32a"
"ENSMUSG00000051727",1.47478278685821,0.577663251450964,0.289176751481237,1.99761304631864,0.0457586277357061,NA,"Kctd14"
"ENSMUSG00000049804",52.4875901376611,0.516905583275184,0.258812983145864,1.99721658856604,0.045801659785196,0.221121582362243,"Armcx4"
"ENSMUSG00000032328",4330.13471795705,-0.23758814798203,0.118982521099383,-1.99683235643981,0.0458433973750957,0.221216948268417,"Tmem30a"
"ENSMUSG00000026788",485.84728783556,-0.333272804373992,0.166903473871174,-1.99679968693301,0.0458469476096199,0.221216948268417,"Zbtb43"
"ENSMUSG00000018821",430.788624999316,-0.308440577877453,0.154502661260198,-1.99634475782918,0.0458964093745068,0.221353566737097,"Avpi1"
"ENSMUSG00000085342",528.195942278567,-0.331864606504129,0.166239490011977,-1.99630428654599,0.0459008117554332,0.221353566737097,"Gm12254"
"ENSMUSG00000036099",386.695736198357,-0.279053856239822,0.139846777013893,-1.99542572376981,0.0459964676717079,0.221753142834636,"Vezt"
"ENSMUSG00000018861",274.642332581355,-0.313573930697813,0.15717121848643,-1.99511038800585,0.0460308416330751,0.221857132955853,"Fdxr"
"ENSMUSG00000015016",672.244206807803,0.282720099064915,0.141715395048443,1.99498508237776,0.0460445068910033,0.221861282230371,"Acsf3"
"ENSMUSG00000028207",757.898664631953,0.319471216046061,0.160156473607677,1.99474432003694,0.0460707729185446,0.221926127984327,"Asph"
"ENSMUSG00000001062",316.288758847206,0.300810202982031,0.150828024619009,1.9943919821391,0.0461092340539058,0.221999048628431,"1300018I17Rik"
"ENSMUSG00000027601",1484.89920230266,-0.233729630984083,0.117194665356564,-1.99437090649957,0.0461115355233869,0.221999048628431,"Mtfr1"
"ENSMUSG00000081076",286.215797082608,-0.331515769496467,0.166254160798103,-1.99402991122162,0.046148785810628,0.22207536453603,"Rpsa-ps4"
"ENSMUSG00000024217",105.46823710203,-0.406173579320492,0.203698786361549,-1.99399116006301,0.0461530205860359,0.22207536453603,"Snrpc"
"ENSMUSG00000024857",3.57533473620773,0.713699463710933,0.357980810477239,1.99368078629542,0.0461869504302852,0.222176926736689,"Cabp2"
"ENSMUSG00000003123",160.198730180804,-0.379018142077692,0.190136561510326,-1.99339958115898,0.0462177097137818,0.222263185181987,"Lipe"
"ENSMUSG00000049235",69.4936451232363,-0.445552165169315,0.22356717245727,-1.99292302296516,0.0462698768400092,0.222452318536859,"Gm7324"
"ENSMUSG00000083658",20.8591217031221,-0.639490640140478,0.320963610774994,-1.99240854312541,0.046326250757122,0.222601655260374,"Gm15798"
"ENSMUSG00000020153",1109.32150268544,-0.262224155893223,0.13161187026713,-1.99240505708939,0.0463266329352403,0.222601655260374,"Ndufs7"
"ENSMUSG00000032122",62.8417244427371,0.501713772186411,0.251853094748344,1.99208897030919,0.0463612969245032,0.222706457391424,"Slc37a2"
"ENSMUSG00000029780",471.387598531328,-0.360190129612962,0.180835069068471,-1.99181569962284,0.0463912830392645,0.222788736480415,"Nt5c3"
"ENSMUSG00000023330",130.928971863872,-0.399304982209418,0.200505771080546,-1.99148872402785,0.0464271836723198,0.222899365888137,"Dtwd1"
"ENSMUSG00000033542",622.586814872571,0.284963865445668,0.143102020465074,1.99133362701345,0.0464442208901607,0.222919394837622,"Arhgef5"
"ENSMUSG00000051341",22.9911108087825,0.631298935291507,0.317155266092458,1.99050434529903,0.0465354058025769,0.223295202531501,"Zfp52"
"ENSMUSG00000008686",61.0694606910725,-0.504442929454823,0.253555097850898,-1.98948052604905,0.0466481891959033,0.2237301596679,"Zfp955a"
